id,food_name,classification,rewritten_name,cached_at
5739,"Chicken, broilers or fryers, giblets, cooked, simmered",non_vegan,,2026-05-26T01:58:49.920653+00:00
5740,"Chicken, broilers or fryers, giblets, raw",non_vegan,,2026-05-26T01:58:49.920748+00:00
5741,"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, batter",non_vegan,,2026-05-26T01:58:49.920836+00:00
5742,"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, flour",non_vegan,,2026-05-26T01:58:49.920923+00:00
5743,"Chicken, broilers or fryers, leg, meat and skin, cooked, roasted",non_vegan,,2026-05-26T01:58:49.921007+00:00
5744,"Chicken, broilers or fryers, leg, meat and skin, cooked, stewed",non_vegan,,2026-05-26T01:58:49.921090+00:00
5745,"Chicken, broilers or fryers, leg, meat and skin, raw",non_vegan,,2026-05-26T01:58:49.921174+00:00
5746,"Chicken, broilers or fryers, leg, meat only, cooked, fried",non_vegan,,2026-05-26T01:58:49.921304+00:00
5747,"Chicken, broilers or fryers, leg, meat only, cooked, roasted",non_vegan,,2026-05-26T01:58:49.921397+00:00
5748,"Chicken, broilers or fryers, leg, meat only, cooked, stewed",non_vegan,,2026-05-26T01:58:49.921515+00:00
5749,"Chicken, broilers or fryers, leg, meat only, raw",non_vegan,,2026-05-26T01:58:49.921602+00:00
5750,"Chicken, broilers or fryers, light meat, meat and skin, cooked, fried, batter",non_vegan,,2026-05-26T01:58:49.921685+00:00
5751,"Chicken, broilers or fryers, light meat, meat and skin, cooked, fried, flour",non_vegan,,2026-05-26T01:58:49.921767+00:00
5752,"Chicken, broilers or fryers, light meat, meat and skin, cooked, roasted",non_vegan,,2026-05-26T01:58:49.921851+00:00
5753,"Chicken, broilers or fryers, light meat, meat and skin, cooked, stewed",non_vegan,,2026-05-26T01:58:49.921932+00:00
5754,"Chicken, broilers or fryers, light meat, meat and skin, raw",non_vegan,,2026-05-26T01:58:49.922066+00:00
5755,"Chicken, broilers or fryers, light meat, meat only, cooked, fried",non_vegan,,2026-05-26T01:58:49.922153+00:00
5756,"Chicken, broilers or fryers, light meat, meat only, cooked, roasted",non_vegan,,2026-05-26T01:58:49.922237+00:00
5757,"Chicken, broilers or fryers, light meat, meat only, cooked, stewed",non_vegan,,2026-05-26T01:58:49.933166+00:00
5758,"Chicken, broilers or fryers, light meat, meat only, raw",non_vegan,,2026-05-26T01:58:49.933376+00:00
5759,"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, batter",non_vegan,,2026-05-26T01:58:49.933506+00:00
5760,"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, flour",non_vegan,,2026-05-26T01:58:49.933626+00:00
5761,"Chicken, broilers or fryers, meat and skin and giblets and neck, raw",non_vegan,,2026-05-26T01:58:49.933741+00:00
5762,"Chicken, broilers or fryers, meat and skin and giblets and neck, roasted",non_vegan,,2026-05-26T01:58:49.933848+00:00
5763,"Chicken, broilers or fryers, meat and skin and giblets and neck, stewed",non_vegan,,2026-05-26T01:58:49.934013+00:00
5764,"Chicken, broilers or fryers, meat and skin, cooked, fried, batter",non_vegan,,2026-05-26T01:58:49.934129+00:00
5765,"Chicken, broilers or fryers, meat and skin, cooked, fried, flour",non_vegan,,2026-05-26T01:58:49.934240+00:00
5766,"Chicken, broilers or fryers, meat and skin, cooked, roasted",non_vegan,,2026-05-26T01:58:49.934379+00:00
5767,"Chicken, broilers or fryers, meat and skin, cooked, stewed",non_vegan,,2026-05-26T01:58:49.934483+00:00
5768,"Chicken, broilers or fryers, meat and skin, raw",non_vegan,,2026-05-26T01:58:49.934583+00:00
5769,"Chicken, broilers or fryers, meat only, cooked, fried",non_vegan,,2026-05-26T01:58:49.934687+00:00
5770,"Chicken, broilers or fryers, meat only, cooked, roasted",non_vegan,,2026-05-26T01:58:49.934785+00:00
5771,"Chicken, broilers or fryers, meat only, cooked, stewed",non_vegan,,2026-05-26T01:58:49.934891+00:00
5772,"Chicken, broilers or fryers, meat only, raw",non_vegan,,2026-05-26T01:58:49.934990+00:00
5773,"Chicken, broilers or fryers, neck, meat and skin, cooked simmered",non_vegan,,2026-05-26T01:58:49.935081+00:00
5774,"Chicken, broilers or fryers, neck, meat and skin, cooked, fried, batter",non_vegan,,2026-05-26T01:58:49.935184+00:00
5775,"Chicken, broilers or fryers, neck, meat and skin, cooked, fried, flour",non_vegan,,2026-05-26T01:58:49.942906+00:00
5776,"Chicken, broilers or fryers, neck, meat and skin, raw",non_vegan,,2026-05-26T01:58:49.943098+00:00
5777,"Chicken, broilers or fryers, neck, meat only, cooked, fried",non_vegan,,2026-05-26T01:58:49.943222+00:00
5778,"Chicken, broilers or fryers, neck, meat only, cooked, simmered",non_vegan,,2026-05-26T01:58:49.949252+00:00
5779,"Chicken, broilers or fryers, neck, meat only, raw",non_vegan,,2026-05-26T01:58:49.949456+00:00
5780,"Chicken, broilers or fryers, rotisserie, original seasoning, back, meat and skin, cooked",non_vegan,,2026-05-26T01:58:49.949745+00:00
5781,"Chicken, broilers or fryers, rotisserie, original seasoning, back, meat only, cooked",non_vegan,,2026-05-26T01:58:49.949881+00:00
5782,"Chicken, broilers or fryers, rotisserie, original seasoning, breast, meat and skin, cooked",non_vegan,,2026-05-26T01:58:49.949988+00:00
5783,"Chicken, broilers or fryers, rotisserie, original seasoning, breast, meat only, cooked",non_vegan,,2026-05-26T01:58:49.951143+00:00
5784,"Chicken, broilers or fryers, rotisserie, original seasoning, skin only, cooked",non_vegan,,2026-05-26T01:58:49.952576+00:00
5785,"Chicken, broilers or fryers, rotisserie, original seasoning, thigh, meat and skin, cooked",non_vegan,,2026-05-26T01:58:49.952752+00:00
5786,"Chicken, broilers or fryers, rotisserie, original seasoning, thigh, meat only, cooked",non_vegan,,2026-05-26T01:58:49.952890+00:00
5787,"Chicken, broilers or fryers, rotisserie, original seasoning, wing, meat and skin, cooked",non_vegan,,2026-05-26T01:59:00.255082+00:00
5788,"Chicken, broilers or fryers, rotisserie, original seasoning, wing, meat only, cooked",non_vegan,,2026-05-26T01:59:00.255427+00:00
5789,"Chicken, broilers or fryers, separable fat, raw",non_vegan,,2026-05-26T01:59:00.255617+00:00
5790,"Chicken, broilers or fryers, skin only, cooked, fried, batter",non_vegan,,2026-05-26T01:59:00.255784+00:00
5791,"Chicken, broilers or fryers, skin only, cooked, fried, flour",non_vegan,,2026-05-26T01:59:00.255952+00:00
5792,"Chicken, broilers or fryers, skin only, cooked, roasted",non_vegan,,2026-05-26T01:59:00.256124+00:00
5793,"Chicken, broilers or fryers, skin only, cooked, stewed",non_vegan,,2026-05-26T01:59:00.256404+00:00
5794,"Chicken, broilers or fryers, skin only, raw",non_vegan,,2026-05-26T01:59:00.256581+00:00
5795,"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, batter",non_vegan,,2026-05-26T01:59:00.256735+00:00
5796,"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, flour",non_vegan,,2026-05-26T01:59:00.256894+00:00
5797,"Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted",non_vegan,,2026-05-26T01:59:00.257071+00:00
5798,"Chicken, broilers or fryers, thigh, meat and skin, cooked, stewed",non_vegan,,2026-05-26T01:59:00.257227+00:00
5799,"Chicken, broilers or fryers, thigh, meat and skin, raw",non_vegan,,2026-05-26T01:59:00.257418+00:00
5800,"Chicken, broilers or fryers, thigh, meat only, cooked, fried",non_vegan,,2026-05-26T01:59:00.257571+00:00
5801,"Chicken, broilers or fryers, thigh, meat only, cooked, roasted",non_vegan,,2026-05-26T01:59:00.257669+00:00
5802,"Chicken, broilers or fryers, thigh, meat only, cooked, stewed",non_vegan,,2026-05-26T01:59:00.257742+00:00
5803,"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, batter",non_vegan,,2026-05-26T01:59:00.257829+00:00
5804,"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, flour",non_vegan,,2026-05-26T01:59:00.257898+00:00
5805,"Chicken, broilers or fryers, wing, meat and skin, cooked, roasted",non_vegan,,2026-05-26T01:59:00.257962+00:00
5806,"Chicken, broilers or fryers, wing, meat and skin, cooked, stewed",non_vegan,,2026-05-26T01:59:00.258025+00:00
5807,"Chicken, broilers or fryers, wing, meat and skin, raw",non_vegan,,2026-05-26T01:59:00.258088+00:00
5808,"Chicken, broilers or fryers, wing, meat only, cooked, fried",non_vegan,,2026-05-26T01:59:00.258151+00:00
5809,"Chicken, broilers or fryers, wing, meat only, cooked, roasted",non_vegan,,2026-05-26T01:59:00.258304+00:00
5810,"Chicken, broilers or fryers, wing, meat only, cooked, stewed",non_vegan,,2026-05-26T01:59:00.258501+00:00
5811,"Chicken, broilers or fryers, wing, meat only, raw",non_vegan,,2026-05-26T01:59:00.258623+00:00
5812,"Chicken, canned, meat only, with broth",non_vegan,,2026-05-26T01:59:00.258757+00:00
5813,"Chicken, canned, no broth",non_vegan,,2026-05-26T01:59:00.258921+00:00
5814,"Chicken, capons, giblets, cooked, simmered",non_vegan,,2026-05-26T01:59:00.259066+00:00
5815,"Chicken, capons, giblets, raw",non_vegan,,2026-05-26T01:59:00.259208+00:00
5816,"Chicken, capons, meat and skin and giblets and neck, cooked, roasted",non_vegan,,2026-05-26T01:59:00.259485+00:00
5817,"Chicken, capons, meat and skin and giblets and neck, raw",non_vegan,,2026-05-26T01:59:00.259568+00:00
5818,"Chicken, capons, meat and skin, cooked, roasted",non_vegan,,2026-05-26T01:59:00.259633+00:00
5819,"Chicken, capons, meat and skin, raw",non_vegan,,2026-05-26T01:59:00.259701+00:00
5820,"Chicken, cornish game hens, meat and skin, cooked, roasted",non_vegan,,2026-05-26T01:59:00.259768+00:00
5821,"Chicken, cornish game hens, meat and skin, raw",non_vegan,,2026-05-26T01:59:00.259834+00:00
5822,"Chicken, cornish game hens, meat only, cooked, roasted",non_vegan,,2026-05-26T01:59:00.259899+00:00
5823,"Chicken, cornish game hens, meat only, raw",non_vegan,,2026-05-26T01:59:00.259964+00:00
5824,"Chicken, dark meat, drumstick, meat and skin, with added solution, cooked, braised",non_vegan,,2026-05-26T01:59:00.260035+00:00
5825,"Chicken, dark meat, drumstick, meat and skin, with added solution, cooked, roasted",non_vegan,,2026-05-26T01:59:00.260161+00:00
5826,"Chicken, dark meat, drumstick, meat and skin, with added solution, raw",non_vegan,,2026-05-26T01:59:00.260385+00:00
5827,"Chicken, dark meat, drumstick, meat only, with added solution, cooked, braised",non_vegan,,2026-05-26T01:59:00.260535+00:00
5828,"Chicken, dark meat, drumstick, meat only, with added solution, cooked, roasted",non_vegan,,2026-05-26T01:59:00.260692+00:00
5829,"Chicken, dark meat, drumstick, meat only, with added solution, raw",non_vegan,,2026-05-26T01:59:00.260823+00:00
5830,"Chicken, dark meat, thigh, meat and skin, with added solution, cooked, braised",non_vegan,,2026-05-26T01:59:00.260886+00:00
5831,"Chicken, dark meat, thigh, meat and skin, with added solution, cooked, roasted",non_vegan,,2026-05-26T01:59:00.260962+00:00
5832,"Chicken, dark meat, thigh, meat and skin, with added solution, raw",non_vegan,,2026-05-26T01:59:00.261021+00:00
5833,"Chicken, dark meat, thigh, meat only, with added solution, cooked, braised",non_vegan,,2026-05-26T01:59:00.261087+00:00
5834,"Chicken, dark meat, thigh, meat only, with added solution, cooked, roasted",non_vegan,,2026-05-26T01:59:00.261145+00:00
5835,"Chicken, dark meat, thigh, meat only, with added solution, raw",non_vegan,,2026-05-26T01:59:00.261203+00:00
5836,"Chicken, drumstick, meat and skin, raw",non_vegan,,2026-05-26T01:59:00.261258+00:00
5837,"Chicken, feet, boiled",non_vegan,,2026-05-26T01:59:29.616513+00:00
5838,"Chicken, gizzard, all classes, cooked, simmered",non_vegan,,2026-05-26T01:59:29.616775+00:00
5839,"Chicken, gizzard, all classes, raw",non_vegan,,2026-05-26T01:59:29.616933+00:00
5840,"Chicken, ground, crumbles, cooked, pan-browned",non_vegan,,2026-05-26T01:59:29.617163+00:00
5841,"Chicken, ground, raw",non_vegan,,2026-05-26T01:59:29.617322+00:00
5842,"Chicken, ground, with additives, raw",non_vegan,,2026-05-26T01:59:29.617455+00:00
5843,"Chicken, heart, all classes, cooked, simmered",non_vegan,,2026-05-26T01:59:29.617564+00:00
5844,"Chicken, heart, all classes, raw",non_vegan,,2026-05-26T01:59:29.617692+00:00
5845,"Chicken, liver, all classes, cooked, pan-fried",non_vegan,,2026-05-26T01:59:29.617823+00:00
5846,"Chicken, liver, all classes, cooked, simmered",non_vegan,,2026-05-26T01:59:29.617935+00:00
5847,"Chicken, liver, all classes, raw",non_vegan,,2026-05-26T01:59:29.618038+00:00
5848,"Chicken, meatless",ambiguous,,2026-05-26T01:59:29.618147+00:00
5849,"Chicken, meatless, breaded, fried",non_vegan,,2026-05-26T01:59:29.618337+00:00
5850,"Chicken, nuggets, dark and white meat, precooked, frozen, not reheated",non_vegan,,2026-05-26T01:59:29.618452+00:00
5851,"Chicken, nuggets, white meat, precooked, frozen, not reheated",non_vegan,,2026-05-26T01:59:29.618557+00:00
5852,"Chicken, roasting, dark meat, meat only, cooked, roasted",non_vegan,,2026-05-26T01:59:29.618662+00:00
5853,"Chicken, roasting, dark meat, meat only, raw",non_vegan,,2026-05-26T01:59:29.618770+00:00
5854,"Chicken, roasting, giblets, cooked, simmered",non_vegan,,2026-05-26T01:59:29.618877+00:00
5855,"Chicken, roasting, giblets, raw",non_vegan,,2026-05-26T01:59:29.618983+00:00
5856,"Chicken, roasting, light meat, meat only, cooked, roasted",non_vegan,,2026-05-26T01:59:29.619086+00:00
5857,"Chicken, roasting, light meat, meat only, raw",non_vegan,,2026-05-26T01:59:29.619190+00:00
5858,"Chicken, roasting, meat and skin and giblets and neck, cooked, roasted",non_vegan,,2026-05-26T01:59:29.619329+00:00
5859,"Chicken, roasting, meat and skin and giblets and neck, raw",non_vegan,,2026-05-26T01:59:29.619467+00:00
5860,"Chicken, roasting, meat and skin, cooked, roasted",non_vegan,,2026-05-26T01:59:29.619577+00:00
5861,"Chicken, roasting, meat only, cooked, roasted",non_vegan,,2026-05-26T01:59:29.619680+00:00
5862,"Chicken, roasting, meat only, raw",non_vegan,,2026-05-26T01:59:29.619782+00:00
5863,"Chicken, skin (drumsticks and thighs), cooked, braised",non_vegan,,2026-05-26T01:59:29.619883+00:00
5864,"Chicken, skin (drumsticks and thighs), cooked, roasted",non_vegan,,2026-05-26T01:59:29.619982+00:00
5865,"Chicken, skin (drumsticks and thighs), raw",non_vegan,,2026-05-26T01:59:29.620092+00:00
5866,"Chicken, skin (drumsticks and thighs), with added solution, cooked, braised",non_vegan,,2026-05-26T01:59:29.620196+00:00
5867,"Chicken, skin (drumsticks and thighs), with added solution, cooked, roasted",non_vegan,,2026-05-26T01:59:29.620351+00:00
5868,"Chicken, skin (drumsticks and thighs), with added solution, raw",non_vegan,,2026-05-26T01:59:29.620461+00:00
5869,"Chicken, stewing, dark meat, meat only, cooked, stewed",non_vegan,,2026-05-26T01:59:29.620568+00:00
5870,"Chicken, stewing, dark meat, meat only, raw",non_vegan,,2026-05-26T01:59:29.620669+00:00
5871,"Chicken, stewing, giblets, cooked, simmered",non_vegan,,2026-05-26T01:59:29.620774+00:00
5872,"Chicken, stewing, giblets, raw",non_vegan,,2026-05-26T01:59:29.620879+00:00
5873,"Chicken, stewing, light meat, meat only, cooked, stewed",non_vegan,,2026-05-26T01:59:29.620997+00:00
5874,"Chicken, stewing, light meat, meat only, raw",non_vegan,,2026-05-26T01:59:29.621106+00:00
5875,"Chicken, stewing, meat and skin, and giblets and neck, cooked, stewed",non_vegan,,2026-05-26T01:59:29.621212+00:00
5876,"Chicken, stewing, meat and skin, and giblets and neck, raw",non_vegan,,2026-05-26T01:59:29.621356+00:00
5877,"Chicken, stewing, meat and skin, cooked, stewed",non_vegan,,2026-05-26T01:59:29.621475+00:00
5878,"Chicken, stewing, meat and skin, raw",non_vegan,,2026-05-26T01:59:29.621582+00:00
5879,"Chicken, stewing, meat only, cooked, stewed",non_vegan,,2026-05-26T01:59:29.621687+00:00
5880,"Chicken, stewing, meat only, raw",non_vegan,,2026-05-26T01:59:29.621787+00:00
5881,"Chicken, thigh, boneless, skinless, raw",non_vegan,,2026-05-26T01:59:29.621967+00:00
5882,"Chicken, thigh, meat and skin, raw",non_vegan,,2026-05-26T01:59:29.622077+00:00
5883,"Chicken, thighs, frozen, breaded, reheated",non_vegan,,2026-05-26T01:59:29.622180+00:00
5884,"Chicken, wing, frozen, glazed, barbecue flavored",non_vegan,,2026-05-26T01:59:29.622315+00:00
5885,"Chicken, wing, frozen, glazed, barbecue flavored, heated (conventional oven)",non_vegan,,2026-05-26T01:59:29.622424+00:00
5886,"Chicken, wing, frozen, glazed, barbecue flavored, heated (microwave)",non_vegan,,2026-05-26T01:59:29.622532+00:00
5887,"Chicken, wing, meat and skin, raw",non_vegan,,2026-05-26T01:59:37.351690+00:00
5888,Chickpea flour (besan),vegan,,2026-05-26T01:59:37.352264+00:00
5889,"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",vegan,,2026-05-26T01:59:37.352459+00:00
5890,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids",vegan,,2026-05-26T01:59:37.352630+00:00
5891,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water",vegan,,2026-05-26T01:59:37.352887+00:00
5892,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids",vegan,,2026-05-26T01:59:37.353002+00:00
5893,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium",vegan,,2026-05-26T01:59:37.353255+00:00
5894,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt",vegan,,2026-05-26T01:59:37.353415+00:00
5895,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",vegan,,2026-05-26T01:59:37.353512+00:00
5896,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",vegan,,2026-05-26T01:59:37.353753+00:00
5897,"Chickpeas, (garbanzo beans, bengal gram), dry",vegan,,2026-05-26T01:59:37.353882+00:00
5898,"Chicory greens, raw",vegan,,2026-05-26T01:59:37.353972+00:00
5899,"Chicory roots, raw",vegan,,2026-05-26T01:59:37.354058+00:00
5900,"Chicory, witloof, raw",vegan,,2026-05-26T01:59:37.354141+00:00
5901,Chilchen (Red Berry Beverage) (Navajo),vegan,,2026-05-26T01:59:37.354223+00:00
5902,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed",non_vegan,,2026-05-26T01:59:37.354352+00:00
5903,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed, with iron and fiber",non_vegan,,2026-05-26T01:59:37.354455+00:00
5904,"Chili con carne with beans, canned entree",non_vegan,,2026-05-26T01:59:37.354544+00:00
5905,"Chili with beans, canned",ambiguous,,2026-05-26T01:59:37.354828+00:00
5906,"Chili with beans, microwavable bowls",ambiguous,,2026-05-26T01:59:37.355113+00:00
5907,"Chili, no beans, canned entree",non_vegan,,2026-05-26T01:59:37.355529+00:00
5908,"Chiton, leathery, gumboots (Alaska Native)",non_vegan,,2026-05-26T01:59:37.355632+00:00
5909,"Chives, freeze-dried",vegan,,2026-05-26T01:59:37.355728+00:00
5910,"Chives, raw",vegan,,2026-05-26T01:59:37.355816+00:00
5911,"Chocolate, dark, 45- 59% cacao solids",ambiguous,,2026-05-26T01:59:37.355911+00:00
5912,"Chocolate, dark, 60-69% cacao solids",ambiguous,,2026-05-26T01:59:37.356000+00:00
5913,"Chocolate, dark, 70-85% cacao solids",ambiguous,,2026-05-26T01:59:37.356094+00:00
5914,Chocolate-flavored hazelnut spread,non_vegan,,2026-05-26T01:59:37.356194+00:00
5915,"Chokecherries, raw, pitted (Shoshone Bannock)",vegan,,2026-05-26T01:59:37.356307+00:00
5916,"Chrysanthemum leaves, raw",vegan,,2026-05-26T01:59:37.356489+00:00
5917,"Chrysanthemum, garland, cooked, boiled, drained, with salt",vegan,,2026-05-26T01:59:37.356583+00:00
5918,"Chrysanthemum, garland, cooked, boiled, drained, without salt",vegan,,2026-05-26T01:59:37.356679+00:00
5919,"Chrysanthemum, garland, raw",vegan,,2026-05-26T01:59:37.356765+00:00
5920,"Cinnamon buns, frosted (includes honey buns)",non_vegan,,2026-05-26T01:59:37.356851+00:00
5921,"Clementines, raw",vegan,,2026-05-26T01:59:37.356937+00:00
5922,Clif Z bar,ambiguous,,2026-05-26T01:59:37.357023+00:00
